Transcipt	KEGG_ID
MCU_009893-RA	K09877
MCU_001395-RA	
MCU_008475-RA	
MCU_007109-RA	K20029
MCU_000489-RA	K16944
MCU_000720-RC	
MCU_011077-RA	
MCU_011561-RA	K00844
MCU_004669-RA	
MCU_001598-RA	
MCU_005941-RA	K02377
MCU_005953-RA	
MCOS_0000491401-mRNA-1	
MCOS_0000398101-mRNA-1	
MCU_005218-RA	
MCU_001595-RA	K20412
MCU_005642-RA	
MCU_007993-RA	
MCU_006918-RA	
MCU_000608-RA	
MCU_001640-RA	K18669
MCU_010773-RA	
MCU_004172-RA	
MCU_010833-RA	
MCU_000190-RA	K20412
MCU_007401-RA	K12471
MCU_010383-RA	K14415
MCU_006924-RA	
MCU_005665-RB	K19679
MCU_002177-RA	
MCOS_0000826701-mRNA-1	
MCU_008677-RC	K19028
MCU_000443-RB	K00234
MCU_003925-RC	K01900
MCU_000462-RB	
MCU_004182-RA	K01689
MCU_000549-RA	K11836
MCU_012005-RA	
MCU_002619-RA	
MCU_008312-RA	K23353
MCU_009024-RA	
MCU_007520-RA	
MCU_003609-RA	K24426
MCU_013589-RA	K01784
MCU_008439-RA	K03234
MCU_010527-RA	
MCU_012633-RA	K14169
MCU_010867-RA	
MCU_007615-RE	
MCU_010077-RB	K02328
MCU_009069-RA	K08266
MCU_005274-RA	
MCU_011845-RA	
MCU_008741-RA	K24834
MCU_007290-RA	K20412
MCU_001233-RA	
MCU_004523-RA	K10870
MCU_011751-RA	
MCU_003983-RB	
MCU_010592-RA	K15281
MCU_006396-RA	
MCU_004242-RB	K05289
MCU_006895-RB	K06210
MCU_009347-RA	
MCU_006635-RB	K00760
MCU_001276-RA	K10798
MCU_014433-RA	
MCU_008975-RB	K11415
MCU_014779-RA	
MCU_009091-RB	K11671
MCU_011420-RA	
MCU_013344-RA	
MCU_006990-RD	
MCU_000932-RA	K16639
MCU_010567-RA	
MCU_013050-RA	K15528
MCU_000689-RA	K17095
MCU_009217-RA	K07292
MCU_011181-RA	K13044
MCU_001195-RA	K07836
MCU_000474-RA	
MCU_005816-RA	K05856
MCU_006614-RA	
MCU_000151-RA	K24687
MCU_006252-RA	K04349
MCU_006020-RA	
MCU_008921-RC	
MCU_003469-RE	
MCU_002277-RA	K09309
MCU_002705-RA	K00939
MCU_005027-RB	
MCU_007492-RA	K04364
MCU_005039-RA	
MCU_002359-RA	
MCU_005708-RD	K19525
MCU_007548-RA	
MCU_002419-RA	
MCU_006896-RA	
MCU_000199-RA	K20412
MCU_000877-RD	K03848
MCU_003475-RA	K20042
MCU_004984-RA	K06051
MCU_007853-RA	
MCU_001817-RA	
MCU_004330-RD	
MCU_004857-RA	
MCU_000317-RA	
MCU_003793-RA	K10637
MCU_001757-RA	K11279
MCU_002436-RD	K23802
MCU_007389-RA	
MCU_000299-RA	
MCU_011787-RA	K00011
MCU_013064-RA	
MCU_011733-RA	K00727
MCU_012915-RA	
MCU_009749-RA	
MCU_001860-RA	
MCU_012567-RA	K06497
MCU_005392-RA	K20412
MCU_002165-RG	
MCU_005207-RA	
MCU_005627-RA	
MCU_003451-RA	
MCU_007170-RA	K18166
MCU_000815-RA	K04282
MCU_008071-RA	
MCU_001621-RA	K01934
MCU_010082-RA	
MCOS_0000522901-mRNA-1	K06497
MCU_001219-RA	K12303
MCU_007805-RB	K04378
MCU_014370-RA	
MCU_000450-RB	K07199
MCU_001704-RA	K10418
MCU_004041-RA	
MCU_001622-RA	K06111
MCU_000743-RA	K00261
MCU_012761-RA	K03262
MCOS_0000026501-mRNA-1	K07375
MCU_014578-RA	
MCU_000303-RA	
MCU_008443-RA	K06279
MCU_002085-RA	
MCU_007187-RA	
MCU_004610-RA	K12614
MCU_001471-RA	K14165
MCU_008809-RA	
MCU_000367-RA	
MCU_009964-RA	
MCU_008659-RA	
MCU_003765-RA	
MCU_005099-RA	K01444
MCU_011223-RA	K14855
MCU_007699-RA	K20412
MCU_011860-RA	
MCU_001588-RB	
MCU_009595-RB	
MCU_007807-RA	
MCU_000345-RA	K06965
MCU_001560-RA	
MCU_000601-RB	
MCU_010622-RC	
MCU_004401-RC	
MCU_002253-RA	
MCU_000696-RA	K09209
MCU_005399-RB	K02132
MCU_011835-RB	K05730
MCU_004203-RA	K05751
MCU_009812-RA	K00011
MCU_004584-RA	K13885
MCU_000058-RA	
MCU_000437-RA	
MCU_004644-RB	
MCU_007507-RA	
MCU_002508-RA	K02857
MCU_003460-RB	K10305
MCU_012369-RA	K02930
MCU_011889-RE	
MCU_004468-RA	K08776
MCU_010478-RA	K23678
MCU_004959-RA	K06630
MCU_001921-RA	K16811
MCU_008839-RA	K01758
MCU_010929-RA	
MCU_010070-RB	
MCU_010189-RA	K08114
MCU_001121-RE	
MCU_005129-RC	K20091
MCU_008211-RC	
MCU_000575-RA	
MCU_004875-RA	K10839
MCU_006552-RA	
MCU_007053-RA	
MCU_014228-RA	
MCU_003884-RA	
MCU_008681-RB	K14960
MCU_007429-RA	
MCU_002771-RA	K00415
MCU_012695-RA	
MCU_000903-RB	K10394
MCU_006350-RB	K24013
MCU_007010-RG	K07969
MCU_009728-RA	
MCU_002895-RB	
MCU_011677-RA	K07374
MCU_014176-RA	
MCU_005875-RA	
MCU_011787-RC	
MCU_010828-RA	K12829
MCU_006179-RB	
MCU_004132-RA	K07532
MCU_007487-RE	
MCU_010482-RA	
MCU_001981-RC	K22377
MCU_007190-RA	K24243
MCU_001841-RA	
MCU_013337-RA	
MCU_000072-RE	K20629
MCU_008829-RA	
MCU_008863-RA	K11321
MCU_013300-RA	
MCU_009991-RD	K04523
MCU_013983-RA	
MCU_004055-RA	K12605
MCU_011635-RA	
MCU_004407-RA	K13704
MCU_013648-RA	
MCU_005882-RA	
MCU_013486-RA	K00207
MCU_002607-RE	K18038
MCU_007940-RC	K00616
MCU_004780-RD	
MCU_003828-RA	
MCOS_0000026401-mRNA-1	K07375
MCU_010698-RA	K19868
MCU_004957-RA	K01192
MCU_005734-RA	
MCU_014341-RA	K10251
MCU_006842-RA	
MCU_012791-RA	
MCU_009621-RA	K02583
MCU_006006-RA	K13526
MCU_006389-RA	K19464
MCU_002546-RA	K24243
MCU_008856-RA	K13755
MCU_007974-RA	
MCOS_0000430001-mRNA-1	
MCU_000217-RB	K04977
MCU_002890-RA	K03364
MCU_003145-RA	
MCU_004191-RB	K00767
MCU_003812-RB	K24104
MCU_001358-RA	K09525
MCU_006170-RB	K10251
MCU_000459-RB	K00814
MCU_001474-RA	K05762
MCU_001989-RB	K10694
MCU_004002-RA	
MCU_007112-RB	K15104
MCU_011313-RB	K05312
MCU_006067-RB	
MCU_011353-RB	
MCU_013582-RA	K14648
MCU_004079-RA	K00876
MCU_009785-RA	K09571
MCU_008577-RA	
MCU_004139-RA	K03063
MCU_008364-RA	K08900
MCU_013966-RA	
MCU_010006-RB	
MCU_001819-RB	K10644
MCU_001115-RB	K23843
MCU_007134-RC	K16461
MCU_011096-RA	
MCU_007295-RA	K20412
MCU_002152-RA	K01255
MCU_010050-RC	K17580
MCU_014710-RA	
MCU_009596-RA	
MCU_005068-RA	K12900
MCU_012852-RA	K11446
MCU_009080-RA	K05692
MCU_005224-RA	K18669
MCU_008051-RA	K20028
MCU_001165-RA	
MCU_006775-RB	
MCU_002283-RA	
MCU_011575-RA	
MCU_014217-RB	
MCU_003436-RD	
MCU_000651-RA	K14295
MCU_003546-RA	
MCU_006026-RA	
MCU_001220-RA	
MCU_004474-RD	
MCU_010994-RA	
MCU_007297-RA	K20412
MCU_010335-RA	K00791
MCU_004522-RA	K23500
MCOS_0000412701-mRNA-1	
MCU_012426-RA	
MCU_013027-RA	
MCU_012496-RA	
MCU_002154-RA	K01255
MCU_009201-RA	
MCU_003354-RD	K06709
MCU_003499-RA	
MCU_002803-RA	
MCU_006041-RA	K01379
MCOS_0000989901-mRNA-1	
MCU_007188-RA	
MCU_004548-RC	
MCU_011872-RA	
MCU_003277-RA	K01873
MCU_005457-RB	K02264
MCU_011436-RB	K22376
MCU_000905-RF	
MCU_004668-RA	K20216
MCU_001619-RA	K10085
MCU_009812-RB	K00011
MCU_011560-RA	
MCU_003893-RE	
MCU_010592-RB	K15281
MCU_004216-RA	K01408
MCU_004463-RA	K01488
MCU_008484-RD	K01823
MCU_004595-RA	
MCU_007388-RC	K06237
MCU_003004-RB	K02890
MCU_012307-RA	
MCU_006628-RB	
MCU_000783-RA	K13783
MCU_011254-RA	K02265
MCU_003356-RA	K01092
MCU_009006-RD	K05728
MCU_013520-RA	
MCU_003614-RA	
MCU_000759-RB	K06130
MCU_014558-RA	
MCU_000143-RC	
MCU_012906-RA	K12387
MCU_007141-RA	
MCU_013642-RA	K01301
MCU_005461-RI	
MCU_007113-RA	K14165
MCU_007125-RA	
MCU_007632-RA	K06269
MCU_000467-RB	
MCU_012409-RB	K00727
MCU_002504-RA	
MCU_011628-RA	
MCU_006391-RA	K10416
MCU_000475-RA	
MCU_008088-RB	
MCU_003222-RA	K06691
MCU_006586-RA	
MCU_011777-RA	
MCU_004880-RA	
MCOS_0000798001-mRNA-1	
MCU_007149-RA	
MCOS_0000606401-mRNA-1	K07375
MCU_006951-RB	K09497
MCU_000019-RA	
MCU_002688-RA	
MCU_007107-RA	K01493
MCU_009414-RA	
MCU_011978-RA	
MCU_006073-RA	
MCU_006189-RA	
MCU_014134-RA	K20412
MCU_005094-RA	
MCU_008462-RA	
MCU_014813-RA	K15528
MCU_004524-RA	
MCU_005170-RB	
MCU_007474-RB	K02865
MCU_012876-RA	
MCU_000175-RA	K06130
MCU_010156-RA	
MCU_008521-RA	
MCU_012737-RA	K15168
MCU_004700-RA	K01872
MCU_003660-RD	
MCU_001046-RB	
MCU_009360-RA	K15287
MCU_013739-RA	
MCU_003701-RA	
MCU_012573-RA	
MCU_000539-RA	K16910
MCU_009598-RB	
MCU_000028-RE	K21842
MCU_010005-RA	
MCU_010652-RA	K09525
MCU_003118-RB	K00967
MCU_009290-RA	
MCU_013227-RA	
MCU_004608-RA	K18466
MCU_009695-RA	
MCU_000352-RA	K23544
MCU_011710-RA	K05122
MCU_000107-RA	
MCU_001261-RB	K01084
MCU_004879-RB	K11251
MCU_009675-RA	K23847
MCU_004702-RB	
MCU_005564-RA	
MCU_001729-RG	K18083
MCU_009119-RA	
MCU_011376-RB	K18735
MCU_007136-RA	K06127
MCU_002804-RB	K19938
MCU_007585-RA	
MCU_009165-RA	
MCU_009735-RA	
MCU_008366-RA	K00873
MCU_000188-RA	
MCU_004968-RB	
MCU_003185-RA	K19476
MCU_007575-RA	
MCU_011779-RA	K18753
MCU_008844-RA	
MCU_011883-RB	K04559
MCU_013428-RA	K24834
MCU_002467-RA	K10158
MCU_004993-RA	
MCU_003369-RA	K12757
MCU_007587-RA	
MCU_002696-RC	
MCU_006371-RB	
MCU_010866-RA	
MCU_013058-RC	K11996
MCU_003900-RA	K06236
MCU_006046-RA	K06685
MCU_006163-RA	K01080
MCU_011069-RA	K17286
MCU_001394-RA	
MCU_001445-RA	
MCU_000285-RD	
MCU_012642-RA	K02202
MCU_001555-RB	K20032
MCU_004028-RA	
MCU_004465-RA	K18584
MCU_007183-RA	K09502
MCU_007156-RA	K00814
MCU_003690-RA	
MCU_005318-RA	K23741
MCU_006681-RA	K02087
MCU_007066-RB	K19496
MCU_010417-RA	
MCU_012471-RA	K19502
MCU_000726-RA	
MCU_003403-RA	K06698
MCU_010532-RA	K11674
MCU_011695-RA	
MCU_012480-RA	
MCU_013317-RA	
MCU_005253-RB	
MCU_005886-RA	K20168
MCU_009782-RA	
MCU_006371-RA	
MCU_012284-RA	
MCU_002382-RB	K00088
MCU_008589-RB	K20412
MCU_008949-RD	
MCU_007946-RC	
MCU_000656-RA	K04443
MCU_014771-RA	
MCU_002459-RF	K20196
MCU_005802-RE	K15293
MCU_008059-RA	K17608
MCU_011594-RA	K00816
MCU_010776-RA	
MCU_003205-RA	K13696
MCU_007292-RA	K24243
MCU_003265-RA	
MCU_006409-RA	K23908
MCU_002458-RB	K02154
MCU_010513-RA	K01890
MCU_001119-RB	K03252
MCU_002621-RA	
MCU_008831-RA	
MCU_002493-RA	K10082
MCU_003719-RA	
MCU_013522-RA	K14778
MCU_002986-RB	
MCU_004051-RA	
MCU_004619-RA	K07189
MCU_006874-RA	
MCU_009631-RE	
MCU_008671-RA	
MCU_009391-RA	
MCU_003559-RA	
MCU_012756-RA	
MCU_000983-RC	K20305
MCU_000865-RB	K19573
MCU_001712-RA	
MCU_007725-RC	K14572
MCU_000600-RA	K11093
MCU_002248-RA	K22399
MCU_003103-RA	
MCU_004375-RD	K24222
MCU_008667-RA	K02183
MCU_004153-RA	
MCU_004227-RA	
MCU_008171-RA	
MCU_010503-RB	K24243
MCU_000014-RA	K20100
MCU_007630-RC	K12751
MCU_003642-RA	
MCU_003607-RA	
MCU_000286-RA	K05613
MCU_005230-RB	
MCU_008845-RA	
MCU_013473-RA	
MCU_011819-RB	K24243
MCU_001995-RA	
MCU_000659-RA	K12191
MCU_003466-RC	K05310
MCU_004719-RC	K07466
MCU_000411-RB	K04988
MCU_002011-RA	K11529
MCU_013088-RA	
MCU_005227-RA	K23038
MCU_010622-RB	
MCU_002236-RA	K17108
MCU_003630-RA	K04440
MCU_012243-RB	K00898
MCU_014564-RA	K01893
MCU_009821-RD	K03515
MCU_004618-RD	
MCU_011440-RA	
MCU_013426-RA	K01301
MCU_006611-RA	K01899
MCU_007256-RD	K05853
MCU_000941-RA	K24498
MCU_003471-RC	
MCU_013222-RA	K00011
MCU_003328-RB	K17336
MCU_006146-RA	
MCU_008709-RB	K07767
MCU_004157-RA	
MCU_005831-RB	K01384
MCU_008207-RA	
MCU_010257-RA	
MCU_005569-RA	K13102
MCU_012385-RA	K00910
MCU_009508-RA	K05687
MCU_010622-RH	
MCU_001630-RA	K10756
MCU_012651-RA	K00820
MCU_012971-RA	K05725
MCU_004548-RB	
MCU_006912-RB	
MCU_005498-RA	
MCU_000421-RE	K11536
MCU_004884-RA	K17341
MCU_004118-RA	
MCU_010566-RA	
MCU_011950-RA	
MCU_007528-RA	K00963
MCU_012650-RC	
MCU_006832-RA	
MCU_000529-RC	
MCU_010789-RA	K02147
MCU_000543-RA	
MCU_009604-RA	
MCU_008616-RA	
MCU_008767-RB	K22503
MCU_012632-RA	
MCU_011120-RB	K24243
MCU_004582-RB	K00710
MCU_008604-RB	K07934
MCU_001294-RA	K13806
MCU_007639-RB	
MCU_009526-RA	K13886
MCU_008395-RA	K08342
MCU_000025-RA	
MCU_007849-RA	
MCU_008070-RA	
MCU_006225-RA	K10703
MCU_006893-RA	
MCU_006758-RA	
MCU_000065-RA	K15115
MCU_014525-RA	K15528
MCU_003311-RA	K11862
MCU_009374-RC	
MCU_007636-RA	K19371
MCU_003255-RC	
MCU_002906-RB	
MCU_007079-RB	
MCU_001252-RA	K19201
MCU_002071-RC	K20412
MCU_003295-RA	
MCU_006628-RA	
MCU_013928-RA	
MCOS_0001027101-mRNA-1	
MCU_006216-RA	
MCU_007000-RA	K07759
MCU_009911-RC	
MCU_002240-RA	K11984
MCU_001816-RC	K11340
MCU_006924-RD	
MCU_013857-RA	
MCU_007769-RA	
MCU_002920-RA	
MCU_002351-RA	K07841
MCU_007268-RA	
MCU_002038-RA	K13117
MCU_008127-RA	
MCU_002064-RA	K12816
MCU_002102-RA	K03253
MCU_003849-RB	K03954
MCU_004520-RB	K06497
MCU_006181-RA	K04559
MCU_006210-RA	K08857
MCU_006374-RC	
MCU_002480-RA	
MCU_009216-RA	
MCU_006609-RA	K12820
MCU_009055-RB	
MCU_010043-RA	K17264
MCU_004393-RA	
MCU_012700-RA	
MCU_011846-RA	
MCU_002728-RB	K21407
MCU_007940-RA	K00616
MCU_006883-RB	
MCU_010238-RA	
MCU_000686-RB	K11803
MCU_012729-RA	K01540
MCU_002882-RB	K01464
MCU_010229-RA	K02366
MCU_005141-RA	K01756
MCU_002062-RA	
MCU_003457-RA	K00236
MCU_002485-RA	K10306
MCU_003452-RA	
MCU_007733-RB	
MCOS_0000727901-mRNA-1	
MCU_001494-RB	
MCU_002668-RB	
MCU_003274-RA	
MCU_002469-RA	
MCU_000036-RA	K18404
MCU_010808-RD	K00573
MCU_010504-RA	K24243
MCU_001519-RB	K23901
MCU_000913-RA	
MCU_006627-RA	
MCU_001132-RA	K01874
MCU_006096-RB	
MCU_006985-RC	K03349
MCU_004061-RA	K13293
MCU_001745-RA	K24889
MCU_002915-RA	
MCU_006695-RA	K08957
MCU_013878-RA	
MCU_006052-RA	
MCU_013192-RB	K00753
MCU_014349-RA	K01530
MCU_008288-RA	
MCOS_0000209501-mRNA-1	
MCU_010260-RC	
MCOS_0001028701-mRNA-1	K24335
MCU_008085-RA	K15074
MCU_004674-RD	
MCU_004317-RA	K20123
MCU_004409-RB	K01304
MCU_010820-RA	K08054
MCU_003558-RA	
MCU_005964-RA	K18710
MCU_011299-RC	K01883
MCU_006098-RA	
MCU_009311-RA	K12620
MCU_009004-RA	K17348
MCU_009939-RC	
MCU_012269-RA	K01893
MCU_004582-RC	K00710
MCU_013471-RA	
MCU_009803-RB	K23333
MCU_002052-RA	
MCU_003118-RD	
MCU_003883-RB	
MCU_003842-RA	
MCU_005032-RA	K11837
MCU_010406-RA	
MCU_001786-RA	
MCU_001910-RB	
MCU_012778-RA	K00654
MCU_005263-RA	K09580
MCU_007312-RA	
MCU_007554-RA	
MCU_007953-RA	
MCU_007602-RA	
MCU_008205-RA	K01875
MCU_011738-RE	K11593
MCU_003094-RA	K01889
MCU_004412-RA	K20292
MCU_001566-RB	
MCU_005876-RA	K09399
MCU_002087-RB	
MCU_005077-RA	
MCU_010606-RA	
MCU_000264-RB	K03068
MCU_003470-RA	
MCU_002801-RA	K12822
MCU_009703-RD	K02367
MCU_005290-RD	K00637
MCU_006227-RA	
MCU_005210-RA	
